week,state,district,risk_category,severity_score,severity_trend,dominant_signal,signal_contribution,enrol_total,demo_total,bio_total,enrol_age_0_5,enrol_age_5_17,enrol_age_18_plus,demo_age_5_17,demo_age_18_plus,bio_age_5_17,bio_age_18_plus,is_anomaly,data_quality_flag,data_completeness
2025-11-25/2025-12-01,ARUNACHAL PRADESH,LOHIT,Stable,25.567260824009907,stable,Biometric,Biometric (42%),1,54,84,0,1,0,11,43,68,16,False,complete,100.0
2025-12-02/2025-12-08,ARUNACHAL PRADESH,LOHIT,Stable,37.19875015957951,accelerating_up,Enrolment,Enrolment (45%),0,128,189,0,0,0,10,118,164,25,False,partial,66.66666666666666
2025-12-09/2025-12-15,ARUNACHAL PRADESH,LOHIT,Stable,27.28365616856673,accelerating_down,Demographic,Demographic (36%),2,115,93,2,0,0,9,106,75,18,False,complete,100.0
2025-12-16/2025-12-22,ARUNACHAL PRADESH,LOHIT,Watchlist,27.73003661186368,stable,Enrolment,Enrolment (43%),15,35,28,15,0,0,0,35,16,12,True,complete,100.0
2025-12-23/2025-12-29,ARUNACHAL PRADESH,LOHIT,Watchlist,29.281427458263018,stable,Enrolment,Enrolment (35%),19,97,52,16,3,0,8,89,27,25,True,complete,100.0
2025-12-30/2026-01-05,ARUNACHAL PRADESH,LOHIT,Stable,38.15291884509024,accelerating_up,Demographic,Demographic (43%),5,0,0,2,3,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,ARUNACHAL PRADESH,LONGDING,Watchlist,28.079004599172443,insufficient_data,Enrolment,Enrolment (60%),0,330,232,0,0,0,45,285,113,119,True,partial,66.66666666666666
2025-04-01/2025-04-07,ARUNACHAL PRADESH,LONGDING,Stable,30.3460839715308,stable,Demographic,Demographic (41%),0,0,338,0,0,0,0,0,227,111,False,partial,33.33333333333333
2025-04-29/2025-05-05,ARUNACHAL PRADESH,LONGDING,Stable,30.91167570183009,stable,Enrolment,Enrolment (44%),0,0,244,0,0,0,0,0,147,97,False,partial,33.33333333333333
2025-05-27/2025-06-02,ARUNACHAL PRADESH,LONGDING,Stable,30.874310855375704,stable,Enrolment,Enrolment (43%),0,0,240,0,0,0,0,0,118,122,False,partial,33.33333333333333
2025-07-01/2025-07-07,ARUNACHAL PRADESH,LONGDING,Critical,40.41013556837933,accelerating_up,Enrolment,Enrolment (60%),401,0,244,46,322,33,0,0,105,139,True,partial,66.66666666666666
2025-08-26/2025-09-01,ARUNACHAL PRADESH,LONGDING,Stable,16.574895207614738,accelerating_down,Enrolment,Enrolment (89%),26,0,0,2,24,0,0,0,0,0,False,partial,33.33333333333333
2025-09-02/2025-09-08,ARUNACHAL PRADESH,LONGDING,Stable,33.59769079524871,accelerating_up,Enrolment,Enrolment (42%),94,182,57,12,82,0,28,154,30,27,False,complete,100.0
2025-09-09/2025-09-15,ARUNACHAL PRADESH,LONGDING,Watchlist,33.68190995378579,stable,Enrolment,Enrolment (44%),131,225,46,20,111,0,36,189,13,33,True,complete,100.0
2025-09-16/2025-09-22,ARUNACHAL PRADESH,LONGDING,Stable,29.37860246405,declining,Enrolment,Enrolment (40%),44,37,105,15,29,0,4,33,89,16,False,complete,100.0
2025-09-23/2025-09-29,ARUNACHAL PRADESH,LONGDING,Stable,40.23634690511933,accelerating_up,Demographic,Demographic (41%),15,0,0,6,9,0,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,ARUNACHAL PRADESH,LONGDING,Watchlist,64.5882172722687,accelerating_up,Enrolment,Enrolment (48%),14,0,0,2,12,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ARUNACHAL PRADESH,LONGDING,Stable,23.975481804806748,accelerating_down,Enrolment,Enrolment (36%),7,12,0,0,7,0,0,12,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,ARUNACHAL PRADESH,LONGDING,Stable,25.754675752460596,stable,Enrolment,Enrolment (43%),34,22,42,4,30,0,5,17,31,11,False,complete,100.0
2025-10-21/2025-10-27,ARUNACHAL PRADESH,LONGDING,Stable,28.62247115180077,stable,Enrolment,Enrolment (43%),24,47,42,7,17,0,19,28,30,12,False,complete,100.0
2025-10-28/2025-11-03,ARUNACHAL PRADESH,LONGDING,Stable,24.60536219952689,declining,Enrolment,Enrolment (39%),18,43,47,7,11,0,15,28,36,11,False,complete,100.0
2025-11-04/2025-11-10,ARUNACHAL PRADESH,LONGDING,Stable,28.683809348590184,rising,Enrolment,Enrolment (41%),36,51,93,2,32,2,16,35,79,14,False,complete,100.0
2025-11-11/2025-11-17,ARUNACHAL PRADESH,LONGDING,Stable,29.55094681020051,stable,Enrolment,Enrolment (36%),26,83,96,5,19,2,23,60,79,17,False,complete,100.0
2025-11-18/2025-11-24,ARUNACHAL PRADESH,LONGDING,Stable,17.90365264317044,accelerating_down,Enrolment,Enrolment (43%),5,6,6,1,4,0,1,5,5,1,False,complete,100.0
2025-11-25/2025-12-01,ARUNACHAL PRADESH,LONGDING,Stable,20.831064369536985,stable,Biometric,Biometric (37%),1,28,23,1,0,0,4,24,16,7,False,complete,100.0
2025-12-02/2025-12-08,ARUNACHAL PRADESH,LONGDING,Stable,32.78160187538477,accelerating_up,Enrolment,Enrolment (51%),0,73,61,0,0,0,9,64,36,25,False,partial,66.66666666666666
2025-12-09/2025-12-15,ARUNACHAL PRADESH,LONGDING,Stable,15.487282240760646,accelerating_down,Demographic,Demographic (52%),0,49,13,0,0,0,10,39,11,2,False,partial,66.66666666666666
2025-12-16/2025-12-22,ARUNACHAL PRADESH,LONGDING,Stable,20.380163187051494,rising,Enrolment,Enrolment (46%),4,17,9,4,0,0,4,13,2,7,False,complete,100.0
2025-12-23/2025-12-29,ARUNACHAL PRADESH,LONGDING,Stable,23.61784018715817,rising,Demographic,Demographic (35%),7,51,28,1,6,0,7,44,13,15,False,complete,100.0
2025-02-25/2025-03-03,ARUNACHAL PRADESH,LOWER SIANG,Watchlist,25.192715987998987,insufficient_data,Enrolment,Enrolment (68%),0,330,62,0,0,0,46,284,35,27,True,partial,66.66666666666666
2025-04-01/2025-04-07,ARUNACHAL PRADESH,LOWER SIANG,Stable,26.52456654595308,stable,Demographic,Demographic (47%),0,0,64,0,0,0,0,0,42,22,False,partial,33.33333333333333
2025-04-29/2025-05-05,ARUNACHAL PRADESH,LOWER SIANG,Stable,28.20049925318846,stable,Enrolment,Enrolment (49%),0,0,78,0,0,0,0,0,47,31,False,partial,33.33333333333333
2025-05-27/2025-06-02,ARUNACHAL PRADESH,LOWER SIANG,Stable,27.146765169771207,stable,Enrolment,Enrolment (50%),0,0,49,0,0,0,0,0,26,23,False,partial,33.33333333333333
2025-07-01/2025-07-07,ARUNACHAL PRADESH,LOWER SIANG,Stable,23.621288616258063,declining,Demographic,Demographic (49%),0,0,53,0,0,0,0,0,30,23,False,partial,33.33333333333333
2025-08-26/2025-09-01,ARUNACHAL PRADESH,LOWER SIANG,Stable,12.397896063558797,accelerating_down,Demographic,Demographic (47%),1,6,0,0,1,0,2,4,0,0,False,partial,66.66666666666666
2025-09-02/2025-09-08,ARUNACHAL PRADESH,LOWER SIANG,Critical,22.092090416537047,accelerating_up,Demographic,Demographic (40%),6,78,21,1,5,0,4,74,9,12,True,complete,100.0
2025-09-09/2025-09-15,ARUNACHAL PRADESH,LOWER SIANG,Stable,20.082317713295957,stable,Demographic,Demographic (39%),3,66,35,2,1,0,15,51,22,13,False,complete,100.0
2025-09-16/2025-09-22,ARUNACHAL PRADESH,LOWER SIANG,Stable,17.03289566846081,declining,Demographic,Demographic (44%),1,37,17,1,0,0,14,23,15,2,False,complete,100.0
2025-09-23/2025-09-29,ARUNACHAL PRADESH,LOWER SIANG,Stable,35.398592079293095,accelerating_up,Demographic,Demographic (47%),2,0,0,1,1,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ARUNACHAL PRADESH,LOWER SIANG,Stable,10.932985254033676,accelerating_down,Biometric,Biometric (68%),0,1,0,0,0,0,0,1,0,0,False,partial,33.33333333333333
2025-10-14/2025-10-20,ARUNACHAL PRADESH,LOWER SIANG,Stable,15.480101313346365,rising,Demographic,Demographic (42%),2,22,7,0,2,0,5,17,6,1,False,complete,100.0
2025-10-21/2025-10-27,ARUNACHAL PRADESH,LOWER SIANG,Stable,22.8832358189893,accelerating_up,Demographic,Demographic (35%),3,37,32,1,2,0,10,27,19,13,False,complete,100.0
2025-10-28/2025-11-03,ARUNACHAL PRADESH,LOWER SIANG,Stable,19.63741650056931,declining,Biometric,Biometric (44%),2,29,81,1,1,0,0,29,75,6,False,complete,100.0
2025-11-04/2025-11-10,ARUNACHAL PRADESH,LOWER SIANG,Critical,25.825848022654277,accelerating_up,Biometric,Biometric (41%),12,31,166,4,8,0,5,26,162,4,True,complete,100.0
2025-11-11/2025-11-17,ARUNACHAL PRADESH,LOWER SIANG,Stable,17.18860325109608,accelerating_down,Demographic,Demographic (43%),1,37,22,0,1,0,3,34,17,5,False,complete,100.0
2025-11-18/2025-11-24,ARUNACHAL PRADESH,LOWER SIANG,Stable,17.905073006412348,stable,Enrolment,Enrolment (36%),3,6,10,0,0,3,0,6,8,2,False,complete,100.0
2025-11-25/2025-12-01,ARUNACHAL PRADESH,LOWER SIANG,Stable,13.93784964248114,declining,Demographic,Demographic (43%),0,24,7,0,0,0,3,21,4,3,False,partial,66.66666666666666
2025-12-02/2025-12-08,ARUNACHAL PRADESH,LOWER SIANG,Stable,27.011596779829098,accelerating_up,Enrolment,Enrolment (63%),0,36,8,0,0,0,3,33,6,2,False,partial,66.66666666666666
2025-12-09/2025-12-15,ARUNACHAL PRADESH,LOWER SIANG,Stable,13.48619100686774,accelerating_down,Demographic,Demographic (48%),0,27,10,0,0,0,4,23,6,4,False,partial,66.66666666666666
2025-12-16/2025-12-22,ARUNACHAL PRADESH,LOWER SIANG,Stable,11.454967118641507,stable,Demographic,Demographic (44%),0,11,5,0,0,0,1,10,4,1,False,partial,66.66666666666666
2025-12-23/2025-12-29,ARUNACHAL PRADESH,LOWER SIANG,Stable,15.557013534487103,rising,Demographic,Demographic (36%),2,18,10,1,1,0,1,17,6,4,False,complete,100.0
2025-02-25/2025-03-03,ARUNACHAL PRADESH,LOWER SUBANSIRI,Watchlist,27.589137348606727,insufficient_data,Enrolment,Enrolment (61%),0,321,209,0,0,0,41,280,81,128,True,partial,66.66666666666666
2025-04-01/2025-04-07,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,30.408731798179616,stable,Demographic,Demographic (41%),0,0,347,0,0,0,0,0,169,178,False,partial,33.33333333333333
2025-04-29/2025-05-05,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,31.87772708008171,stable,Enrolment,Enrolment (42%),0,0,351,0,0,0,0,0,155,196,False,partial,33.33333333333333
2025-05-27/2025-06-02,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,30.81166302872689,stable,Enrolment,Enrolment (43%),0,0,237,0,0,0,0,0,108,129,False,partial,33.33333333333333
2025-07-01/2025-07-07,ARUNACHAL PRADESH,LOWER SUBANSIRI,Watchlist,29.029152349205063,stable,Demographic,Demographic (39%),0,0,528,0,0,0,0,0,340,188,True,partial,33.33333333333333
2025-08-26/2025-09-01,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,25.404539913189293,declining,Demographic,Demographic (47%),5,67,2,1,4,0,11,56,2,0,False,complete,100.0
2025-09-02/2025-09-08,ARUNACHAL PRADESH,LOWER SUBANSIRI,Critical,28.91689493908422,rising,Biometric,Biometric (37%),13,109,123,9,4,0,15,94,79,44,True,complete,100.0
2025-09-09/2025-09-15,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,25.574790103179005,declining,Biometric,Biometric (37%),10,77,97,2,8,0,10,67,53,44,False,complete,100.0
2025-09-16/2025-09-22,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,27.939425335599708,stable,Demographic,Demographic (41%),5,186,90,0,5,0,20,166,59,31,False,complete,100.0
2025-09-23/2025-09-29,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,39.2792371374199,accelerating_up,Demographic,Demographic (42%),10,0,0,7,3,0,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,39.09556367858082,stable,Demographic,Demographic (42%),1,0,0,0,1,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,21.690246540608282,accelerating_down,Demographic,Demographic (45%),1,28,0,0,1,0,1,27,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,27.639507983823904,accelerating_up,Biometric,Biometric (38%),6,110,120,2,4,0,14,96,98,22,False,complete,100.0
2025-10-21/2025-10-27,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,31.419039207839432,rising,Biometric,Biometric (38%),10,81,205,2,8,0,14,67,153,52,False,complete,100.0
2025-10-28/2025-11-03,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,25.8397863563795,accelerating_down,Biometric,Biometric (34%),10,73,89,6,4,0,13,60,51,38,False,complete,100.0
2025-11-04/2025-11-10,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,26.529368649371897,stable,Demographic,Demographic (34%),11,87,72,5,6,0,19,68,48,24,False,complete,100.0
2025-11-11/2025-11-17,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,26.993815358116432,stable,Demographic,Demographic (38%),10,120,62,8,2,0,9,111,36,26,False,complete,100.0
2025-11-18/2025-11-24,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,21.570126124592754,accelerating_down,Biometric,Biometric (34%),4,14,14,2,1,1,0,14,10,4,False,complete,100.0
2025-11-25/2025-12-01,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,18.642409589022524,stable,Demographic,Demographic (45%),0,63,19,0,0,0,14,49,11,8,False,partial,66.66666666666666
2025-12-02/2025-12-08,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,31.88619092086784,accelerating_up,Enrolment,Enrolment (53%),0,67,46,0,0,0,13,54,25,21,False,partial,66.66666666666666
2025-12-09/2025-12-15,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,19.172644411433385,accelerating_down,Biometric,Biometric (43%),0,57,61,0,0,0,5,52,48,13,False,partial,66.66666666666666
2025-12-16/2025-12-22,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,18.490700928654284,stable,Biometric,Biometric (36%),1,17,17,1,0,0,0,17,10,7,False,complete,100.0
2025-12-23/2025-12-29,ARUNACHAL PRADESH,LOWER SUBANSIRI,Stable,25.31258581557813,accelerating_up,Demographic,Demographic (36%),10,67,30,6,4,0,12,55,26,4,False,complete,100.0
2025-02-25/2025-03-03,ARUNACHAL PRADESH,NAMSAI,Watchlist,34.14116647582559,insufficient_data,Enrolment,Enrolment (49%),0,1058,870,0,0,0,73,985,307,563,True,partial,66.66666666666666
2025-04-01/2025-04-07,ARUNACHAL PRADESH,NAMSAI,Stable,33.10258834407867,stable,Demographic,Demographic (37%),0,0,1018,0,0,0,0,0,466,552,False,partial,33.33333333333333
2025-04-29/2025-05-05,ARUNACHAL PRADESH,NAMSAI,Stable,35.08751069169192,stable,Enrolment,Enrolment (38%),0,0,1221,0,0,0,0,0,588,633,False,partial,33.33333333333333
2025-05-27/2025-06-02,ARUNACHAL PRADESH,NAMSAI,Stable,35.259658720792764,stable,Enrolment,Enrolment (37%),0,0,1287,0,0,0,0,0,635,652,False,partial,33.33333333333333
2025-07-01/2025-07-07,ARUNACHAL PRADESH,NAMSAI,Stable,31.18604597679664,declining,Demographic,Demographic (36%),0,0,1213,0,0,0,0,0,586,627,False,partial,33.33333333333333
2025-08-26/2025-09-01,ARUNACHAL PRADESH,NAMSAI,Stable,29.133402300715318,stable,Demographic,Demographic (47%),2,118,13,0,2,0,12,106,4,9,False,complete,100.0
2025-09-02/2025-09-08,ARUNACHAL PRADESH,NAMSAI,Critical,41.24834133204703,accelerating_up,Enrolment,Enrolment (34%),96,553,424,51,45,0,77,476,245,179,True,complete,100.0
2025-09-09/2025-09-15,ARUNACHAL PRADESH,NAMSAI,Stable,37.61463626806119,declining,Enrolment,Enrolment (36%),91,400,263,39,50,2,45,355,83,180,True,complete,100.0
2025-09-16/2025-09-22,ARUNACHAL PRADESH,NAMSAI,Stable,35.33196476696527,stable,Enrolment,Enrolment (34%),47,205,215,25,22,0,29,176,125,90,False,complete,100.0
2025-09-23/2025-09-29,ARUNACHAL PRADESH,NAMSAI,Stable,40.044924951579446,rising,Demographic,Demographic (41%),14,0,0,12,2,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ARUNACHAL PRADESH,NAMSAI,Stable,27.421160273052582,accelerating_down,Demographic,Demographic (40%),7,38,0,5,2,0,3,35,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,ARUNACHAL PRADESH,NAMSAI,Stable,32.29472581747353,rising,Enrolment,Enrolment (35%),40,141,95,17,22,1,18,123,34,61,False,complete,100.0
2025-10-21/2025-10-27,ARUNACHAL PRADESH,NAMSAI,Stable,35.08249061600011,stable,Enrolment,Enrolment (37%),30,129,152,18,11,1,14,115,67,85,False,complete,100.0
2025-10-28/2025-11-03,ARUNACHAL PRADESH,NAMSAI,Stable,30.575997210634185,declining,Enrolment,Enrolment (33%),23,154,144,7,16,0,20,134,63,81,False,complete,100.0
2025-11-04/2025-11-10,ARUNACHAL PRADESH,NAMSAI,Stable,36.34846106246984,accelerating_up,Biometric,Biometric (36%),58,193,557,26,31,1,15,178,472,85,False,complete,100.0
2025-11-11/2025-11-17,ARUNACHAL PRADESH,NAMSAI,Stable,35.654598730415906,stable,Biometric,Biometric (37%),26,238,489,16,9,1,10,228,430,59,False,complete,100.0
2025-11-18/2025-11-24,ARUNACHAL PRADESH,NAMSAI,Stable,31.102076888010515,declining,Biometric,Biometric (41%),12,27,128,11,1,0,3,24,112,16,False,complete,100.0
2025-11-25/2025-12-01,ARUNACHAL PRADESH,NAMSAI,Stable,34.307687684209625,rising,Biometric,Biometric (37%),5,180,221,5,0,0,16,164,206,15,False,complete,100.0
2025-12-02/2025-12-08,ARUNACHAL PRADESH,NAMSAI,Stable,39.975372019607505,accelerating_up,Enrolment,Enrolment (42%),0,164,656,0,0,0,7,157,554,102,False,partial,66.66666666666666
2025-12-09/2025-12-15,ARUNACHAL PRADESH,NAMSAI,Stable,28.910510564881534,accelerating_down,Biometric,Biometric (41%),1,176,250,1,0,0,19,157,166,84,False,complete,100.0
2025-12-16/2025-12-22,ARUNACHAL PRADESH,NAMSAI,Stable,30.677484829572634,stable,Biometric,Biometric (37%),3,119,102,3,0,0,14,105,31,71,False,complete,100.0
2025-12-23/2025-12-29,ARUNACHAL PRADESH,NAMSAI,Stable,37.02800620175333,accelerating_up,Enrolment,Enrolment (34%),64,240,245,52,12,0,31,209,85,160,False,complete,100.0
2025-12-30/2026-01-05,ARUNACHAL PRADESH,NAMSAI,Stable,39.506203319680715,stable,Demographic,Demographic (42%),8,0,0,6,2,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,19.305456324066117,insufficient_data,Enrolment,Enrolment (89%),0,0,18,0,0,0,0,0,12,6,False,partial,33.33333333333333
2025-04-01/2025-04-07,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,25.349919796287793,rising,Demographic,Demographic (50%),0,0,26,0,0,0,0,0,10,16,False,partial,33.33333333333333
2025-04-29/2025-05-05,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,27.07863313650917,stable,Enrolment,Enrolment (51%),0,0,41,0,0,0,0,0,21,20,False,partial,33.33333333333333
2025-05-27/2025-06-02,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,26.45763907663424,stable,Enrolment,Enrolment (51%),0,0,32,0,0,0,0,0,10,22,False,partial,33.33333333333333
2025-09-02/2025-09-08,ARUNACHAL PRADESH,PAKKE KESSANG,Watchlist,16.168279017966356,accelerating_down,Demographic,Demographic (42%),1,31,14,1,0,0,5,26,3,11,True,complete,100.0
2025-09-09/2025-09-15,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,13.858458692302682,stable,Biometric,Biometric (37%),2,12,18,1,1,0,3,9,9,9,False,complete,100.0
2025-09-16/2025-09-22,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,14.83427282257803,stable,Biometric,Biometric (39%),2,8,19,0,2,0,4,4,9,10,False,complete,100.0
2025-10-07/2025-10-13,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,13.560598904590776,stable,Biometric,Biometric (56%),1,1,0,0,1,0,1,0,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,13.955221553086442,stable,Enrolment,Enrolment (35%),2,13,8,0,2,0,4,9,5,3,False,complete,100.0
2025-10-21/2025-10-27,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,15.32372787172945,stable,Demographic,Demographic (35%),1,13,10,1,0,0,2,11,5,5,False,complete,100.0
2025-10-28/2025-11-03,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,10.396836068815327,declining,Demographic,Demographic (54%),0,20,7,0,0,0,2,18,3,4,False,partial,66.66666666666666
2025-11-04/2025-11-10,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,14.904589127237994,rising,Demographic,Demographic (35%),1,20,17,0,1,0,4,16,9,8,False,complete,100.0
2025-11-11/2025-11-17,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,15.097316541975186,stable,Demographic,Demographic (36%),2,17,14,2,0,0,0,17,5,9,False,complete,100.0
2025-11-18/2025-11-24,ARUNACHAL PRADESH,PAKKE KESSANG,Watchlist,9.206528018762583,accelerating_down,Enrolment,Enrolment (60%),2,0,2,0,1,1,0,0,2,0,True,partial,66.66666666666666
2025-11-25/2025-12-01,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,7.241363178551156,stable,Demographic,Demographic (48%),0,7,0,0,0,0,0,7,0,0,False,partial,33.33333333333333
2025-12-02/2025-12-08,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,22.369069755728336,accelerating_up,Enrolment,Enrolment (76%),0,8,3,0,0,0,0,8,2,1,False,partial,66.66666666666666
2025-12-09/2025-12-15,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,7.8484664254468095,accelerating_down,Demographic,Demographic (40%),0,6,2,0,0,0,1,5,2,0,False,partial,66.66666666666666
2025-12-16/2025-12-22,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,12.996215481816353,accelerating_up,Enrolment,Enrolment (45%),1,2,10,1,0,0,0,2,10,0,False,complete,100.0
2025-12-23/2025-12-29,ARUNACHAL PRADESH,PAKKE KESSANG,Stable,10.900614986179814,stable,Biometric,Biometric (49%),0,9,12,0,0,0,2,7,11,1,False,partial,66.66666666666666
2025-02-25/2025-03-03,ARUNACHAL PRADESH,PAPUM PARE,Watchlist,35.47052562572085,insufficient_data,Enrolment,Enrolment (47%),0,1474,1062,0,0,0,163,1311,345,717,True,partial,66.66666666666666
2025-04-01/2025-04-07,ARUNACHAL PRADESH,PAPUM PARE,Stable,33.227883997376296,stable,Demographic,Demographic (37%),0,0,1076,0,0,0,0,0,458,618,False,partial,33.33333333333333
2025-04-29/2025-05-05,ARUNACHAL PRADESH,PAPUM PARE,Stable,34.994021848635306,stable,Enrolment,Enrolment (38%),0,0,1183,0,0,0,0,0,496,687,False,partial,33.33333333333333
2025-05-27/2025-06-02,ARUNACHAL PRADESH,PAPUM PARE,Stable,34.50788480100698,stable,Enrolment,Enrolment (38%),0,0,881,0,0,0,0,0,322,559,False,partial,33.33333333333333
2025-07-01/2025-07-07,ARUNACHAL PRADESH,PAPUM PARE,Stable,31.436120600285516,declining,Demographic,Demographic (36%),0,0,1432,0,0,0,0,0,789,643,True,partial,33.33333333333333
2025-08-26/2025-09-01,ARUNACHAL PRADESH,PAPUM PARE,Stable,31.695290158272925,stable,Enrolment,Enrolment (35%),9,54,27,5,4,0,6,48,17,10,False,complete,100.0
2025-09-02/2025-09-08,ARUNACHAL PRADESH,PAPUM PARE,Stable,37.09043549728064,accelerating_up,Biometric,Biometric (35%),43,374,364,22,21,0,68,306,242,122,False,complete,100.0
2025-09-09/2025-09-15,ARUNACHAL PRADESH,PAPUM PARE,Stable,36.44256672811985,stable,Biometric,Biometric (36%),48,283,468,22,26,0,45,238,299,169,False,complete,100.0
2025-09-16/2025-09-22,ARUNACHAL PRADESH,PAPUM PARE,Stable,36.46686879667367,stable,Biometric,Biometric (38%),20,272,501,9,11,0,47,225,397,104,False,complete,100.0
2025-09-23/2025-09-29,ARUNACHAL PRADESH,PAPUM PARE,Critical,42.48120436026891,accelerating_up,Demographic,Demographic (39%),34,0,0,12,22,0,0,0,0,0,True,partial,33.33333333333333
2025-09-30/2025-10-06,ARUNACHAL PRADESH,PAPUM PARE,Stable,59.82129830759535,accelerating_up,Enrolment,Enrolment (44%),5,0,0,2,3,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ARUNACHAL PRADESH,PAPUM PARE,Stable,28.565047367786352,accelerating_down,Enrolment,Enrolment (36%),12,31,0,2,10,0,7,24,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,ARUNACHAL PRADESH,PAPUM PARE,Stable,36.055609388384454,accelerating_up,Biometric,Biometric (35%),42,220,317,24,18,0,53,167,232,85,False,complete,100.0
2025-10-21/2025-10-27,ARUNACHAL PRADESH,PAPUM PARE,Stable,40.35074741152245,rising,Enrolment,Enrolment (35%),44,257,323,21,23,0,52,205,192,131,False,complete,100.0
2025-10-28/2025-11-03,ARUNACHAL PRADESH,PAPUM PARE,Stable,35.501741498869194,declining,Demographic,Demographic (34%),49,316,223,26,23,0,55,261,135,88,False,complete,100.0
2025-11-04/2025-11-10,ARUNACHAL PRADESH,PAPUM PARE,Stable,34.04988417326203,stable,Biometric,Biometric (35%),28,230,271,7,21,0,48,182,153,118,False,complete,100.0
2025-11-11/2025-11-17,ARUNACHAL PRADESH,PAPUM PARE,Stable,35.608635584801256,stable,Demographic,Demographic (34%),45,298,180,18,27,0,54,244,83,97,False,complete,100.0
2025-11-18/2025-11-24,ARUNACHAL PRADESH,PAPUM PARE,Stable,33.78824617325478,stable,Biometric,Biometric (35%),14,86,76,5,5,4,13,73,38,38,False,complete,100.0
2025-11-25/2025-12-01,ARUNACHAL PRADESH,PAPUM PARE,Stable,31.798548688089625,stable,Demographic,Demographic (35%),3,206,88,1,2,0,34,172,63,25,False,complete,100.0
2025-12-02/2025-12-08,ARUNACHAL PRADESH,PAPUM PARE,Stable,40.714175248614836,accelerating_up,Enrolment,Enrolment (41%),0,327,332,0,0,0,55,272,271,61,False,partial,66.66666666666666
2025-12-09/2025-12-15,ARUNACHAL PRADESH,PAPUM PARE,Stable,30.41846811801755,accelerating_down,Biometric,Biometric (36%),3,177,164,1,2,0,26,151,116,48,False,complete,100.0
2025-12-16/2025-12-22,ARUNACHAL PRADESH,PAPUM PARE,Stable,28.64788779768853,stable,Biometric,Biometric (36%),3,81,68,3,0,0,12,69,43,25,False,complete,100.0
2025-12-23/2025-12-29,ARUNACHAL PRADESH,PAPUM PARE,Stable,35.18131066219789,accelerating_up,Biometric,Biometric (34%),36,212,182,19,17,0,19,193,112,70,False,complete,100.0
2025-12-30/2026-01-05,ARUNACHAL PRADESH,PAPUM PARE,Stable,39.079826019467276,rising,Demographic,Demographic (42%),7,0,0,1,6,0,0,0,0,0,False,partial,33.33333333333333
